track_id,x,y,label_id,area_pixels,perimeter_pixels,equivalent_diameter_pixels,estimated_volume_3d,circularity,frame_id
3,237,153,2,284.0,63.455843687057495,19.015783725757565,3600.3217187434325,0.886308590376406,66
2,169,167,4,169.5,49.21320307254791,14.690612745308144,1660.0392402198202,0.8794604263219121,67
0,130,212,5,569.0,87.59797954559326,26.916041702938184,10210.151819314548,0.9318241287500969,67
1,51,164,3,342.0,69.11269748210907,20.867389014906145,4757.764695398601,0.8997467410515351,67
3,237,152,2,286.0,63.455843448638916,19.08262324195121,3638.4201647986974,0.8925502068748327,67
4,88,146,1,170.0,48.97056245803833,14.712264360219255,1667.389960824849,0.8908172146864066,67
1,51,164,3,342.0,68.28427028656006,20.867389014906145,4757.764695398601,0.9217106903548027,68
0,131,212,5,571.0,88.42640662193298,26.963304323539017,10264.031179160516,0.9176604579153455,68
2,169,166,4,173.0,49.79898953437805,14.841510746523857,1711.720906099085,0.8766271274761669,68
3,239,153,2,284.0,62.62741661071777,19.015783725757565,3600.3217187434325,0.9099116160762691,68
4,90,145,1,168.5,48.38477599620819,14.647213499088313,1645.3703163975867,0.9044661121754021,68
1,51,164,3,341.0,68.28427028656006,20.83685880248485,4736.912567764889,0.9190156298566893,69
4,90,145,1,170.0,48.97056245803833,14.712264360219255,1667.389960824849,0.8908172146864066,69
3,239,152,2,283.0,62.62741661071777,18.982275710779543,3581.3226841004066,0.9067077019351555,69
0,133,213,5,567.0,87.59797954559326,26.86869594648831,10156.36706777258,0.928548824255369,69
2,170,164,4,169.0,47.79898953437805,14.668929172241665,1652.6993534058945,0.9295208526939576,69
1,51,164,3,343.0,68.28427040576935,20.897874625046462,4778.647330927291,0.9244057476252986,70
2,170,163,4,164.5,48.3847758769989,14.472315126092793,1587.1305588281762,0.8829951108961313,70
0,134,212,5,566.0,87.59797930717468,26.844991754889815,10129.510222178424,0.9269111770536201,70
3,240,151,2,285.0,63.455843567848206,19.04923279949934,3619.3542319048747,0.8894293986138937,70
4,91,143,1,170.0,48.97056245803833,14.712264360219255,1667.389960824849,0.8908172146864066,70
1,51,165,4,343.0,68.28427040576935,20.897874625046462,4778.647330927291,0.9244057476252986,71
2,171,163,3,170.0,48.97056245803833,14.712264360219255,1667.389960824849,0.8908172146864066,71
0,135,213,5,574.0,89.2548336982727,27.034043328329254,10345.027246973994,0.905437059427033,71
4,92,142,1,172.0,48.97056245803833,14.798554040663838,1696.9008633294534,0.9012974172121291,71
3,242,151,2,285.0,62.627416491508484,19.04923279949934,3619.3542319048747,0.9131155336935552,71
3,242,151,2,283.0,62.62741661071777,18.982275710779543,3581.3226841004066,0.9067077019351555,72
1,52,165,4,341.0,69.11269748210907,20.83685880248485,4736.912567764889,0.8971159026274077,72
0,137,213,5,566.0,87.59797930717468,26.844991754889815,10129.510222178424,0.9269111770536201,72
2,170,161,3,173.0,49.79898953437805,14.841510746523857,1711.720906099085,0.8766271274761669,72
4,93,140,1,172.0,48.97056245803833,14.798554040663838,1696.9008633294534,0.9012974172121291,72
0,138,213,5,567.0,87.59797930717468,26.86869594648831,10156.36706777258,0.9285488293098986,73
1,51,165,4,344.0,69.9411244392395,20.928315827817965,4799.560429846252,0.8836964010441303,73
4,94,139,1,170.0,48.97056245803833,14.712264360219255,1667.389960824849,0.8908172146864066,73
2,172,161,3,172.0,49.79898953437805,14.798554040663838,1696.9008633294534,0.8715599186468248,73
3,243,149,2,283.0,62.62741661071777,18.982275710779543,3581.3226841004066,0.9067077019351555,73
1,52,165,4,338.0,69.11269772052765,20.7449985808745,4674.539680223722,0.889223381219905,74
0,139,212,5,567.0,87.5979791879654,26.86869594648831,10156.36706777258,0.9285488318371634,74
2,170,160,3,170.0,48.97056245803833,14.712264360219255,1667.389960824849,0.8908172146864066,74
3,245,150,2,290.0,63.455843567848206,19.21560480373171,3715.016928721464,0.9050334231509795,74
4,96,137,1,174.0,49.79898953437805,14.884343478431232,1726.583843498023,0.8816943363055089,74
4,96,137,1,170.0,49.79898953437805,14.712264360219255,1667.389960824849,0.8614255009881407,75
2,171,160,3,172.0,49.79898953437805,14.798554040663838,1696.9008633294534,0.8715599186468248,75
3,246,149,2,285.5,63.21320295333862,19.065935330370994,3628.8830245472786,0.8978429652930385,75
1,53,166,4,341.0,68.28427028656006,20.83685880248485,4736.912567764889,0.9190156298566893,75
0,141,213,5,568.0,87.59797954559326,26.89237924411993,10183.247607106745,0.9301864765027329,75
1,53,167,4,342.0,68.28427028656006,20.867389014906145,4757.764695398601,0.9217106903548027,76
3,245,148,2,290.0,63.455843687057495,19.21560480373171,3715.016928721464,0.9050334197505553,76
0,143,213,5,570.0,87.59797954559326,26.939683377854365,10237.079683584658,0.9334617809974608,76
2,170,158,3,167.5,48.38477599620819,14.60368527951557,1630.744856212572,0.8990983607678329,76
4,98,136,1,173.0,50.62741661071777,14.841510746523857,1711.720906099085,0.8481729799957848,76
2,170,158,3,173.0,50.62741661071777,14.841510746523857,1711.720906099085,0.8481729799957848,77
1,52,167,4,339.0,68.28427040576935,20.775663783985824,4695.300015180796,0.9136255056704846,77
3,244,148,2,284.0,62.62741661071777,19.015783725757565,3600.3217187434325,0.9099116160762691,77
0,144,214,5,570.0,87.59797954559326,26.939683377854365,10237.079683584658,0.9334617809974608,77
4,100,135,1,173.0,49.79898953437805,14.841510746523857,1711.720906099085,0.8766271274761669,77
0,145,214,6,569.0,87.59797954559326,26.916041702938184,10210.151819314548,0.9318241287500969,78
2,170,157,3,170.0,48.97056245803833,14.712264360219255,1667.389960824849,0.8908172146864066,78
3,244,147,2,286.0,63.455843687057495,19.08262324195121,3638.4201647986974,0.8925502001677892,78
4,100,133,1,170.0,48.97056245803833,14.712264360219255,1667.389960824849,0.8908172146864066,78
1,54,168,4,340.0,68.28427040576935,20.806283791440396,4716.090992726489,0.9163205661591881,78
5,64,198,5,284.0,62.62741661071777,19.015783725757565,3600.3217187434325,0.9099116160762691,78
1,54,169,4,342.0,68.28427028656006,20.867389014906145,4757.764695398601,0.9217106903548027,79
2,171,156,3,168.5,48.38477599620819,14.647213499088313,1645.3703163975867,0.9044661121754021,79
5,65,199,5,280.5,62.041630268096924,18.898245746582223,3533.971954610875,0.9157487343815689,79
0,147,214,6,566.0,87.59797942638397,26.844991754889815,10129.510222178424,0.9269111745308126,79
3,242,147,2,283.0,63.455843687057495,18.982275710779543,3581.3226841004066,0.8831877854807143,79
4,102,133,1,171.0,48.97056245803833,14.755472278097805,1682.1238397031498,0.8960573159492679,79
5,65,199,5,281.0,62.62741661071777,18.91508160359296,3543.4252870730816,0.9002998736529283,80
0,147,213,6,568.0,87.59797942638397,26.89237924411993,10183.247607106745,0.930186479034455,80
2,170,156,3,170.0,49.79898953437805,14.712264360219255,1667.389960824849,0.8614255009881407,80
1,54,168,4,341.0,68.28427040576935,20.83685880248485,4736.912567764889,0.9190156266478916,80
3,242,145,2,285.0,62.627416491508484,19.04923279949934,3619.3542319048747,0.9131155336935552,80
4,104,133,1,171.0,49.79898953437805,14.755472278097805,1682.1238397031498,0.8664927098174828,80
2,170,155,4,170.0,48.97056245803833,14.712264360219255,1667.389960824849,0.8908172146864066,81
3,241,146,3,284.0,62.62741661071777,19.015783725757565,3600.3217187434325,0.9099116160762691,81
4,105,132,2,171.0,48.97056245803833,14.755472278097805,1682.1238397031498,0.8960573159492679,81
1,54,170,5,340.0,68.28427064418793,20.806283791440396,4716.090992726489,0.9163205597604132,81
5,67,199,6,281.0,62.62741661071777,18.91508160359296,3543.4252870730816,0.9002998736529283,81
0,149,215,7,565.0,87.5979791879654,26.821266613927218,10102.677091245916,0.9252735273156919,81
6,220,102,1,222.0,54.62741661071777,16.812470934731934,2488.245698340326,0.9348490972267816,81
1,54,170,5,338.0,68.28427052497864,20.7449985808745,4674.539680223722,0.9109304420012135,82
4,105,132,2,170.0,48.97056245803833,14.712264360219255,1667.389960824849,0.8908172146864066,82
5,67,198,6,284.0,62.627416491508484,19.015783725757565,3600.3217187434325,0.9099116195402445,82
2,170,154,4,170.0,48.97056245803833,14.712264360219255,1667.389960824849,0.8908172146864066,82
6,219,102,1,228.5,56.870057106018066,17.056823736322794,2598.322815833172,0.8878278000714402,82
0,151,215,7,570.5,89.01219284534454,26.951496438443087,10250.552478754522,0.9048290022269301,82
3,239,146,3,287.0,63.455843687057495,19.115955360352558,3657.519458947456,0.8956710050634806,82
0,152,215,7,571.0,87.5979791879654,26.963304323539017,10264.031179160516,0.9350994408801063,83
5,68,198,6,285.0,62.627416491508484,19.04923279949934,3619.3542319048747,0.9131155336935552,83
6,219,101,1,228.0,56.28427064418793,17.03815178355966,2589.799071101069,0.9044209747097025,83
2,169,153,4,168.0,48.97056245803833,14.625465582862905,1638.0521452806454,0.8803370121606843,83
3,239,144,3,284.0,63.455843687057495,19.015783725757565,3600.3217187434325,0.886308590376406,83
1,54,172,5,337.0,68.28427028656006,20.71428798138497,4653.810033151156,0.9082353878642355,83
4,107,131,2,168.0,48.97056245803833,14.625465582862905,1638.0521452806454,0.8803370121606843,83
3,238,144,3,285.0,63.455843687057495,19.04923279949934,3619.3542319048747,0.8894293952720975,84
2,169,152,4,170.0,48.97056245803833,14.712264360219255,1667.389960824849,0.8908172146864066,84
5,67,198,6,281.0,62.62741661071777,18.91508160359296,3543.4252870730816,0.9002998736529283,84
0,153,216,7,574.0,89.25483334064484,27.034043328329254,10345.027246973994,0.9054370666828758,84
6,218,102,1,224.0,55.45584332942963,16.88803298257901,2521.9462587317985,0.9152995612264597,84
4,107,129,2,171.0,48.97056245803833,14.755472278097805,1682.1238397031498,0.8960573159492679,84
1,53,174,5,344.0,69.11269736289978,20.928315827817965,4799.560429846252,0.9050084210218038,84
1,53,174,5,342.0,68.28427040576935,20.867389014906145,4757.764695398601,0.9217106871365951,85
6,218,102,1,225.5,56.52691149711609,16.94448338952177,2547.320669558106,0.886841271106306,85
4,108,129,2,170.5,49.21320307254791,14.733884157863644,1674.7514992771676,0.884648983409357,85
5,68,198,6,284.0,62.627416491508484,19.015783725757565,3600.3217187434325,0.9099116195402445,85
3,237,145,3,280.0,62.62741661071777,18.881394877652593,3524.527043828484,0.8970959595118146,85
0,155,216,7,567.0,88.4264063835144,26.86869594648831,10156.36706777258,0.9112320182903296,85
2,169,150,4,168.5,48.38477599620819,14.647213499088313,1645.3703163975867,0.9044661121754021,85
3,236,145,3,282.0,62.62741661071777,18.948708441878455,3562.357187073149,0.9035037877940417,86
5,67,198,6,288.0,64.28427052497864,19.149229459268767,3676.6520561796024,0.8757757422585443,86
4,109,128,2,170.0,49.79898953437805,14.712264360219255,1667.389960824849,0.8614255009881407,86
2,168,151,4,168.0,48.97056245803833,14.625465582862905,1638.0521452806454,0.8803370121606843,86
0,157,216,7,568.0,87.5979790687561,26.89237924411993,10183.247607106745,0.9301864866296213,86
1,53,176,5,340.0,68.28427028656006,20.806283791440396,4716.090992726489,0.9163205693585759,86
6,219,100,1,229.5,56.870057225227356,17.094106455639025,2615.39828771277,0.8917132571648981,86
1,53,176,5,341.0,68.28427040576935,20.83685880248485,4736.912567764889,0.9190156266478916,87
3,236,145,3,286.0,63.455843687057495,19.08262324195121,3638.4201647986974,0.8925502001677892,87
6,219,100,1,221.0,54.627416491508484,16.774562271083887,2471.4521746063597,0.9306380693190139,87
5,68,198,6,283.0,64.28427076339722,18.982275710779543,3581.3226841004066,0.8605712959053755,87
2,169,150,4,170.0,48.97056245803833,14.712264360219255,1667.389960824849,0.8908172146864066,87
0,158,217,7,570.0,88.4264063835144,26.939683377854365,10237.079683584658,0.9160533517204371,87
4,111,128,2,169.5,49.21320307254791,14.690612745308144,1660.0392402198202,0.8794604263219121,87
2,168,150,4,169.0,48.97056245803833,14.668929172241665,1652.6993534058945,0.8855771134235454,88
4,111,127,2,172.0,49.79898953437805,14.798554040663838,1696.9008633294534,0.8715599186468248,88
5,67,198,6,284.0,62.627416372299194,19.015783725757565,3600.3217187434325,0.90991162300422,88
0,159,218,7,572.0,87.59797883033752,26.986904594423443,10291.00628534014,0.9367371007894955,88
6,218,101,1,226.5,56.041630029678345,16.982012745328934,2564.283924544669,0.906267806919068,88
3,234,145,3,283.0,62.62741661071777,18.982275710779543,3581.3226841004066,0.9067077019351555,88
1,52,179,5,344.0,69.11269736289978,20.928315827817965,4799.560429846252,0.9050084210218038,88
1,52,180,5,342.0,68.28427052497864,20.867389014906145,4757.764695398601,0.9217106839183877,89
3,233,145,3,285.0,63.455843687057495,19.04923279949934,3619.3542319048747,0.8894293952720975,89
0,160,217,7,571.0,88.42640662193298,26.963304323539017,10264.031179160516,0.9176604579153455,89
2,167,149,4,167.5,48.38477599620819,14.60368527951557,1630.744856212572,0.8990983607678329,89
4,112,126,2,167.5,48.3847758769989,14.60368527951557,1630.744856212572,0.8990983651981884,89
5,68,199,6,283.0,62.62741661071777,18.982275710779543,3581.3226841004066,0.9067077019351555,89
6,217,99,1,228.0,57.11269760131836,17.03815178355966,2589.799071101069,0.8783737807324198,89
1,52,181,5,342.0,68.28427028656006,20.867389014906145,4757.764695398601,0.9217106903548027,90
3,233,144,3,284.0,63.455843687057495,19.015783725757565,3600.3217187434325,0.886308590376406,90
0,161,218,7,570.0,88.42640662193298,26.939683377854365,10237.079683584658,0.9160533467806427,90
2,168,148,4,170.0,48.97056245803833,14.712264360219255,1667.389960824849,0.8908172146864066,90
5,67,200,6,286.0,62.627416372299194,19.08262324195121,3638.4201647986974,0.9163194513352357,90
6,218,100,1,218.0,54.627416372299194,16.66031874701878,2421.2996579000624,0.9180049773619935,90
4,114,124,2,171.0,49.79898953437805,14.755472278097805,1682.1238397031498,0.8664927098174828,90
0,161,218,8,567.0,87.59797954559326,26.86869594648831,10156.36706777258,0.928548824255369,91
3,233,144,4,283.0,63.455843687057495,18.982275710779543,3581.3226841004066,0.8831877854807143,91
1,52,182,6,339.0,68.28427076339722,20.775663783985824,4695.300015180796,0.913625496100552,91
2,168,147,5,176.0,50.62741661071777,14.96964127403822,1756.4379094871513,0.8628811819610296,91
4,114,123,2,171.0,49.79898953437805,14.755472278097805,1682.1238397031498,0.8664927098174828,91
5,66,200,7,280.0,62.627416491508484,18.881394877652593,3524.527043828484,0.8970959629270017,91
6,218,99,1,223.0,55.45584332942963,16.85029431422316,2505.077088047843,0.9112134024709846,91
7,94,141,3,342.0,68.28427028656006,20.867389014906145,4757.764695398601,0.9217106903548027,91
2,167,147,5,171.0,49.79898953437805,14.755472278097805,1682.1238397031498,0.8664927098174828,92
4,115,123,2,171.0,49.79898953437805,14.755472278097805,1682.1238397031498,0.8664927098174828,92
5,67,200,7,279.0,62.627416491508484,18.847647942942654,3505.662517387334,0.8938920487736909,92
0,162,219,8,568.0,87.59797942638397,26.89237924411993,10183.247607106745,0.930186479034455,92
6,217,98,1,228.0,56.28427052497864,17.03815178355966,2589.799071101069,0.9044209785408043,92
3,232,143,4,277.0,62.62741661071777,18.77997214831907,3468.034856722921,0.8874842170884737,92
1,52,184,6,344.5,69.6984840631485,20.94351983696302,4810.028389222507,0.8911533122152954,92
7,94,139,3,338.0,68.28427076339722,20.7449985808745,4674.539680223722,0.9109304356400785,92
3,232,144,4,284.0,62.627416491508484,19.015783725757565,3600.3217187434325,0.9099116195402445,93
7,95,139,3,344.0,69.94112455844879,20.928315827817965,4799.560429846252,0.8836963980317446,93
5,66,201,7,286.0,63.455843687057495,19.08262324195121,3638.4201647986974,0.8925502001677892,93
0,163,218,8,571.5,88.18376541137695,26.97510703993861,10277.515782216611,0.9235253491919801,93
6,218,99,1,222.5,56.041629910469055,16.83139324903241,2496.6566652731412,0.8902630812245106,93
2,167,145,5,171.5,49.21320307254791,14.777028859756632,1689.5069662988412,0.889837540496802,93
4,115,121,2,172.0,49.79898953437805,14.798554040663838,1696.9008633294534,0.8715599186468248,93
1,50,185,6,340.0,69.11269760131836,20.806283791440396,4716.090992726489,0.8944850611175686,93
5,66,201,7,282.0,62.627416491508484,18.948708441878455,3562.357187073149,0.9035037912336231,94
6,217,99,1,221.0,54.627416491508484,16.774562271083887,2471.4521746063597,0.9306380693190139,94
7,95,138,3,341.0,68.28427064418793,20.83685880248485,4736.912567764889,0.9190156202302968,94
1,51,186,6,342.0,68.28427040576935,20.867389014906145,4757.764695398601,0.9217106871365951,94
2,166,146,5,172.0,48.97056245803833,14.798554040663838,1696.9008633294534,0.9012974172121291,94
4,116,122,2,170.0,48.97056245803833,14.712264360219255,1667.389960824849,0.8908172146864066,94
3,230,143,4,285.0,63.455843567848206,19.04923279949934,3619.3542319048747,0.8894293986138937,94
0,165,219,8,564.0,87.5979791879654,26.797520467958073,10075.867695952234,0.9236358750549561,94
5,66,201,7,285.0,62.62741661071777,19.04923279949934,3619.3542319048747,0.9131155302173827,95
3,230,144,5,282.0,62.62741661071777,18.948708441878455,3562.357187073149,0.9035037877940417,95
4,116,121,2,169.0,48.97056245803833,14.668929172241665,1652.6993534058945,0.8855771134235454,95
7,96,138,3,339.0,68.28427064418793,20.775663783985824,4695.300015180796,0.9136254992905296,95
0,166,220,8,571.0,87.5979791879654,26.963304323539017,10264.031179160516,0.9350994408801063,95
1,51,188,6,341.0,68.28427052497864,20.83685880248485,4736.912567764889,0.9190156234390942,95
6,218,97,1,222.0,54.627416372299194,16.812470934731934,2488.245698340326,0.9348491053869842,95
2,167,143,4,169.0,48.97056245803833,14.668929172241665,1652.6993534058945,0.8855771134235454,95
0,167,220,8,568.0,87.59797942638397,26.89237924411993,10183.247607106745,0.930186479034455,96
2,166,143,4,168.5,48.38477599620819,14.647213499088313,1645.3703163975867,0.9044661121754021,96
7,95,138,3,343.0,69.11269760131836,20.897874625046462,4778.647330927291,0.9023775763627238,96
1,50,189,6,338.0,68.28427052497864,20.7449985808745,4674.539680223722,0.9109304420012135,96
3,229,143,5,285.0,62.627416491508484,19.04923279949934,3619.3542319048747,0.9131155336935552,96
5,67,202,7,285.0,64.28427076339722,19.04923279949934,3619.3542319048747,0.8666530718481698,96
6,216,97,1,227.0,56.28427076339722,17.000746355818674,2572.7796151805587,0.9004542122343965,96
4,118,119,2,171.0,49.79898953437805,14.755472278097805,1682.1238397031498,0.8664927098174828,96
0,167,220,8,568.0,87.5979790687561,26.89237924411993,10183.247607106745,0.9301864866296213,97
5,67,202,7,271.5,62.041630148887634,18.592593589803354,3365.259439754407,0.8863664254546706,97
2,166,142,4,167.5,49.21320307254791,14.60368527951557,1630.744856212572,0.8690833121470223,97
1,51,189,6,338.0,68.28427052497864,20.7449985808745,4674.539680223722,0.9109304420012135,97
3,230,143,5,284.0,63.455843687057495,19.015783725757565,3600.3217187434325,0.886308590376406,97
6,216,98,1,225.5,56.041629910469055,16.94448338952177,2547.320669558106,0.9022666283870882,97
7,96,138,3,341.0,69.94112455844879,20.83685880248485,4736.912567764889,0.8759897433977469,97
4,118,117,2,168.5,48.38477599620819,14.647213499088313,1645.3703163975867,0.9044661121754021,97
3,230,143,5,287.0,64.28427076339722,19.115955360352558,3657.519458947456,0.8727348477909639,98
6,216,98,1,225.0,56.28427052497864,16.925687506432688,2538.8531259649026,0.8925207025073725,98
5,67,203,7,279.5,62.041630029678345,18.864528956575565,3515.0905622419136,0.9124840400243589,98
1,52,190,6,339.0,68.28427028656006,20.775663783985824,4695.300015180796,0.9136255088604623,98
4,119,116,2,171.0,49.79898953437805,14.755472278097805,1682.1238397031498,0.8664927098174828,98
7,97,139,3,345.0,69.11269760131836,20.958712816717327,4820.503947844984,0.9076392531928271,98
2,166,140,4,168.5,49.21320307254791,14.647213499088313,1645.3703163975867,0.8742718692344672,98
0,167,222,8,569.0,87.59797942638397,26.916041702938184,10210.151819314548,0.9318241312862762,98
5,67,203,7,273.5,62.041630148887634,18.66094894385243,3402.51302409576,0.8928958282204509,99
4,119,116,2,168.5,48.38477599620819,14.647213499088313,1645.3703163975867,0.9044661121754021,99
1,51,190,6,341.0,69.11269748210907,20.83685880248485,4736.912567764889,0.8971159026274077,99
7,96,139,3,336.0,68.28427052497864,20.683531783305643,4633.111119460465,0.9055403210426264,99
0,168,223,8,570.0,87.59797954559326,26.939683377854365,10237.079683584658,0.9334617809974608,99
2,167,139,4,172.0,49.79898953437805,14.798554040663838,1696.9008633294534,0.8715599186468248,99
6,215,97,1,225.5,56.87005698680878,16.94448338952177,2547.320669558106,0.8761714212491807,99
3,228,144,5,284.0,62.627416491508484,19.015783725757565,3600.3217187434325,0.9099116195402445,99
0,168,223,8,574.0,89.2548336982727,27.034043328329254,10345.027246973994,0.905437059427033,100
5,67,203,7,271.5,62.041630029678345,18.592593589803354,3365.259439754407,0.886366428860871,100
3,229,144,5,285.0,63.455843687057495,19.04923279949934,3619.3542319048747,0.8894293952720975,100
2,167,138,3,169.0,48.97056245803833,14.668929172241665,1652.6993534058945,0.8855771134235454,100
7,97,139,4,344.0,69.11269772052765,20.928315827817965,4799.560429846252,0.9050084116557613,100
1,51,192,6,337.0,69.11269772052765,20.71428798138497,4653.810033151156,0.886592542813929,100
6,215,95,1,221.0,55.455843448638916,16.774562271083887,2471.4521746063597,0.9030410810776339,100
4,120,114,2,170.0,48.97056245803833,14.712264360219255,1667.389960824849,0.8908172146864066,100
3,229,144,5,284.0,62.62741661071777,19.015783725757565,3600.3217187434325,0.9099116160762691,101
5,67,203,7,263.0,61.455843567848206,18.29923496393627,3208.4658636768254,0.87506284426464,101
7,97,138,4,343.0,69.9411244392395,20.897874625046462,4778.647330927291,0.8811275161573741,101
1,52,192,6,330.5,68.52691078186035,20.51354843840946,4519.81850592955,0.8844209461670847,101
4,119,113,2,168.0,48.97056245803833,14.625465582862905,1638.0521452806454,0.8803370121606843,101
0,169,224,8,570.0,87.59797954559326,26.939683377854365,10237.079683584658,0.9334617809974608,101
6,214,96,1,222.0,55.455843567848206,16.812470934731934,2488.245698340326,0.9071272359155741,101
2,167,135,3,170.0,50.62741661071777,14.712264360219255,1667.389960824849,0.8334647780305401,101
6,214,96,1,220.5,55.213202714920044,16.755575776860173,2463.069639198445,0.9089344798746017,102
7,97,138,4,340.0,68.28427052497864,20.806283791440396,4716.090992726489,0.9163205629598006,102
0,169,225,8,569.0,87.59797942638397,26.916041702938184,10210.151819314548,0.9318241312862762,102
